Lon,Lat
21.14331,37.837492
21.143288,37.837255
21.143305,37.837132
21.143293,37.837105
21.143123,37.837075
21.142928,37.837093
21.142772,37.837123
21.141603,37.837325
21.141213,37.83739
21.1409,37.837447
21.140205,37.837543
21.139133,37.837713
21.138395,37.837825
21.138227,37.837842
21.138055,37.837798
21.137807,37.837645
21.13735,37.837405
21.13665,37.837022
21.135695,37.836505
21.135158,37.836233
21.134848,37.83607
21.134713,37.836018
21.134572,37.835943
21.13423,37.835747
21.133947,37.835728
21.133893,37.835732
21.133803,37.835753
21.133507,37.835907
21.133392,37.835987
21.133363,37.836008
21.133348,37.836032
21.133265,37.836095
21.133283,37.836133
21.133448,37.836142
